날짜,시간대,따릉이대여건수,지하철승차인원,기온(°C),요일,요일명,주말여부,공휴일여부
2025-09-22,20-21,10558,222442.0,21.9,0,월,False,False
2025-09-22,21-22,9351,192265.0,21.4,0,월,False,False
2025-09-22,22-23,7414,139999.0,21.1,0,월,False,False
2025-09-22,23-24,4157,57010.0,21.0,0,월,False,False
2025-09-23,06-07,4818,157188.0,19.3,1,화,False,False
2025-09-23,07-08,12301,434283.0,19.2,1,화,False,False
2025-09-23,08-09,16513,517594.0,19.7,1,화,False,False
2025-09-23,09-10,7526,300187.0,20.8,1,화,False,False
2025-09-23,10-11,4960,202135.0,22.3,1,화,False,False
2025-09-23,11-12,5966,196331.0,23.4,1,화,False,False
2025-09-23,12-13,6093,210325.0,24.8,1,화,False,False
2025-09-23,13-14,5955,214934.0,25.7,1,화,False,False
2025-09-23,14-15,5960,224969.0,25.8,1,화,False,False
2025-09-23,15-16,6763,260873.0,26.2,1,화,False,False
2025-09-23,16-17,10049,331828.0,26.4,1,화,False,False
2025-09-23,17-18,14798,484269.0,25.4,1,화,False,False
2025-09-23,18-19,19432,608007.0,24.8,1,화,False,False
2025-09-23,19-20,11993,302928.0,24.4,1,화,False,False
2025-09-23,20-21,10359,231039.0,23.6,1,화,False,False
2025-09-23,21-22,9336,212503.0,23.3,1,화,False,False
2025-09-23,22-23,7270,160603.0,23.2,1,화,False,False
2025-09-23,23-24,4030,63303.0,22.9,1,화,False,False
2025-09-24,06-07,4705,153590.0,20.4,2,수,False,False
2025-09-24,07-08,12052,428092.0,20.6,2,수,False,False
2025-09-24,08-09,16119,508247.0,21.4,2,수,False,False
2025-09-24,09-10,7608,295486.0,22.6,2,수,False,False
2025-09-24,10-11,4942,200103.0,23.1,2,수,False,False
2025-09-24,11-12,2908,194520.0,23.4,2,수,False,False
2025-09-24,12-13,1257,208537.0,23.5,2,수,False,False
2025-09-24,13-14,420,210483.0,22.9,2,수,False,False
2025-09-24,14-15,227,212715.0,22.1,2,수,False,False
2025-09-24,15-16,392,248476.0,22.4,2,수,False,False
2025-09-24,16-17,440,307676.0,22.7,2,수,False,False
2025-09-24,17-18,1125,469195.0,22.9,2,수,False,False
2025-09-24,18-19,869,603747.0,22.8,2,수,False,False
2025-09-24,19-20,511,294086.0,22.7,2,수,False,False
2025-09-24,20-21,775,229165.0,21.8,2,수,False,False
2025-09-24,21-22,1776,204892.0,21.4,2,수,False,False
2025-09-24,22-23,2626,154442.0,21.5,2,수,False,False
2025-09-24,23-24,1540,64784.0,21.6,2,수,False,False
2025-09-25,06-07,3682,153211.0,20.7,3,목,False,False
2025-09-25,07-08,8608,421330.0,20.7,3,목,False,False
2025-09-25,08-09,12199,512937.0,20.9,3,목,False,False
2025-09-25,09-10,6622,303436.0,21.5,3,목,False,False
2025-09-25,10-11,4785,207665.0,22.5,3,목,False,False
2025-09-25,11-12,5833,200717.0,23.1,3,목,False,False
2025-09-25,12-13,5830,219385.0,23.8,3,목,False,False
2025-09-25,13-14,5698,226186.0,24.7,3,목,False,False
2025-09-25,14-15,5774,233545.0,25.0,3,목,False,False
2025-09-25,15-16,6524,270834.0,25.7,3,목,False,False
2025-09-25,16-17,9229,340395.0,26.0,3,목,False,False
2025-09-25,17-18,14142,485995.0,25.5,3,목,False,False
2025-09-25,18-19,18624,603776.0,24.9,3,목,False,False
2025-09-25,19-20,11985,307839.0,23.5,3,목,False,False
2025-09-25,20-21,10269,243810.0,22.5,3,목,False,False
2025-09-25,21-22,9562,240243.0,21.8,3,목,False,False
2025-09-25,22-23,7586,178705.0,21.2,3,목,False,False
2025-09-25,23-24,4543,78494.0,20.7,3,목,False,False
2025-09-26,06-07,4214,150502.0,17.9,4,금,False,False
2025-09-26,07-08,10642,402753.0,17.8,4,금,False,False
2025-09-26,08-09,15142,484520.0,18.4,4,금,False,False
2025-09-26,09-10,8138,291102.0,19.3,4,금,False,False
2025-09-26,10-11,5710,212409.0,20.0,4,금,False,False
2025-09-26,11-12,6753,214059.0,21.5,4,금,False,False
2025-09-26,12-13,7064,238745.0,22.9,4,금,False,False
2025-09-26,13-14,6822,247981.0,24.4,4,금,False,False
2025-09-26,14-15,6629,264447.0,25.4,4,금,False,False
2025-09-26,15-16,7943,308146.0,26.7,4,금,False,False
2025-09-26,16-17,10008,374331.0,26.8,4,금,False,False
2025-09-26,17-18,14989,521858.0,26.4,4,금,False,False
2025-09-26,18-19,18273,608065.0,24.8,4,금,False,False
2025-09-26,19-20,11662,313865.0,23.5,4,금,False,False
2025-09-26,20-21,9665,241027.0,22.8,4,금,False,False
2025-09-26,21-22,9058,237567.0,22.2,4,금,False,False
2025-09-26,22-23,7766,198402.0,21.5,4,금,False,False
2025-09-26,23-24,5120,102470.0,20.8,4,금,False,False
2025-09-27,06-07,1924,74143.0,17.7,5,토,True,False
2025-09-27,07-08,3239,110411.0,17.8,5,토,True,False
2025-09-27,08-09,5339,178463.0,18.9,5,토,True,False
2025-09-27,09-10,6336,213307.0,21.2,5,토,True,False
2025-09-27,10-11,6822,228174.0,23.0,5,토,True,False
2025-09-27,11-12,7312,256893.0,25.0,5,토,True,False
2025-09-27,12-13,7973,287562.0,26.1,5,토,True,False
2025-09-27,13-14,8539,301809.0,26.7,5,토,True,False
2025-09-27,14-15,8755,306238.0,26.7,5,토,True,False
2025-09-27,15-16,9593,329784.0,26.8,5,토,True,False
2025-09-27,16-17,10761,371454.0,26.4,5,토,True,False
2025-09-27,17-18,11538,349332.0,26.2,5,토,True,False
2025-09-27,18-19,11871,287979.0,25.5,5,토,True,False
2025-09-27,19-20,10267,223375.0,24.3,5,토,True,False
2025-09-27,20-21,9350,242415.0,23.1,5,토,True,False
2025-09-27,21-22,9559,247009.0,22.4,5,토,True,False
2025-09-27,22-23,7044,190134.0,21.9,5,토,True,False
2025-09-27,23-24,4766,79902.0,21.6,5,토,True,False
2025-09-28,06-07,101,47733.0,20.3,6,일,True,False
2025-09-28,07-08,105,61995.0,20.1,6,일,True,False
2025-09-28,08-09,140,101696.0,19.1,6,일,True,False
2025-09-28,09-10,93,135365.0,19.2,6,일,True,False
2025-09-28,10-11,115,143787.0,18.4,6,일,True,False
2025-09-28,11-12,178,149494.0,18.7,6,일,True,False
2025-09-28,12-13,1602,185465.0,19.0,6,일,True,False
2025-09-28,13-14,3383,200632.0,19.6,6,일,True,False
2025-09-28,14-15,4927,199243.0,21.4,6,일,True,False
2025-09-28,15-16,6229,207634.0,21.1,6,일,True,False
2025-09-28,16-17,7260,218898.0,21.2,6,일,True,False
2025-09-28,17-18,7936,215326.0,20.9,6,일,True,False
2025-09-28,18-19,7881,195223.0,20.6,6,일,True,False
2025-09-28,19-20,6899,159866.0,20.2,6,일,True,False
2025-09-28,20-21,6429,151019.0,19.8,6,일,True,False
2025-09-28,21-22,6151,130599.0,19.7,6,일,True,False
2025-09-28,22-23,4574,93964.0,19.6,6,일,True,False
2025-09-28,23-24,3198,37208.0,19.4,6,일,True,False
2025-09-29,06-07,4369,159038.0,16.7,0,월,False,False
2025-09-29,07-08,10990,430579.0,16.6,0,월,False,False
2025-09-29,08-09,15063,502968.0,17.2,0,월,False,False
2025-09-29,09-10,7889,296268.0,17.7,0,월,False,False
2025-09-29,10-11,5394,203440.0,20.0,0,월,False,False
2025-09-29,11-12,6444,199178.0,20.9,0,월,False,False
2025-09-29,12-13,6613,213173.0,20.9,0,월,False,False
2025-09-29,13-14,6053,214471.0,22.2,0,월,False,False
2025-09-29,14-15,6225,223001.0,22.9,0,월,False,False
2025-09-29,15-16,7091,258533.0,23.7,0,월,False,False
2025-09-29,16-17,8877,314035.0,23.4,0,월,False,False
2025-09-29,17-18,14614,458636.0,23.8,0,월,False,False
2025-09-29,18-19,18624,599325.0,22.5,0,월,False,False
2025-09-29,19-20,12136,300508.0,20.9,0,월,False,False
2025-09-29,20-21,9961,226033.0,20.3,0,월,False,False
2025-09-29,21-22,9049,197148.0,19.7,0,월,False,False
2025-09-29,22-23,6921,142851.0,19.1,0,월,False,False
2025-09-29,23-24,3996,59359.0,18.5,0,월,False,False
2025-09-30,06-07,4529,154844.0,17.5,1,화,False,False
2025-09-30,07-08,11479,429185.0,17.3,1,화,False,False
2025-09-30,08-09,16086,513246.0,17.7,1,화,False,False
2025-09-30,09-10,8095,297617.0,18.6,1,화,False,False
2025-09-30,10-11,5701,204044.0,19.3,1,화,False,False
2025-09-30,11-12,6369,199558.0,19.9,1,화,False,False
2025-09-30,12-13,6589,214390.0,20.8,1,화,False,False
2025-09-30,13-14,6263,219650.0,21.7,1,화,False,False
2025-09-30,14-15,6273,227062.0,23.7,1,화,False,False
2025-09-30,15-16,7102,262089.0,23.3,1,화,False,False
2025-09-30,16-17,9225,327112.0,23.2,1,화,False,False
2025-09-30,17-18,14194,470617.0,22.8,1,화,False,False
2025-09-30,18-19,18183,592861.0,22.1,1,화,False,False
2025-09-30,19-20,11819,302126.0,21.0,1,화,False,False
2025-09-30,20-21,9610,234023.0,20.2,1,화,False,False
2025-09-30,21-22,9137,225766.0,19.8,1,화,False,False
2025-09-30,22-23,7089,158775.0,19.3,1,화,False,False
2025-09-30,23-24,4125,68715.0,18.8,1,화,False,False
2025-12-01,06-07,2912,151507.0,4.8,0,월,False,False
2025-12-01,07-08,7075,418342.0,4.2,0,월,False,False
2025-12-01,08-09,10824,499912.0,3.8,0,월,False,False
2025-12-01,09-10,4931,287634.0,3.8,0,월,False,False
2025-12-01,10-11,3295,197302.0,4.5,0,월,False,False
2025-12-01,11-12,3749,192671.0,6.0,0,월,False,False
2025-12-01,12-13,4085,205360.0,6.6,0,월,False,False
2025-12-01,13-14,4023,208954.0,8.4,0,월,False,False
2025-12-01,14-15,4179,221450.0,8.9,0,월,False,False
2025-12-01,15-16,4804,262955.0,8.8,0,월,False,False
2025-12-01,16-17,5943,315790.0,8.6,0,월,False,False
2025-12-01,17-18,8345,462842.0,6.9,0,월,False,False
2025-12-01,18-19,10681,598053.0,5.9,0,월,False,False
2025-12-01,19-20,6562,297302.0,5.0,0,월,False,False
2025-12-01,20-21,5013,222397.0,4.5,0,월,False,False
2025-12-01,21-22,4210,193066.0,4.4,0,월,False,False
2025-12-01,22-23,3314,136682.0,3.8,0,월,False,False
2025-12-01,23-24,1936,55887.0,2.9,0,월,False,False
2025-12-02,06-07,2815,149645.0,1.3,1,화,False,False
2025-12-02,07-08,6750,420235.0,0.8,1,화,False,False
2025-12-02,08-09,10638,512851.0,0.4,1,화,False,False
2025-12-02,09-10,4945,293905.0,0.7,1,화,False,False
2025-12-02,10-11,3072,198246.0,1.6,1,화,False,False
2025-12-02,11-12,3299,193860.0,2.2,1,화,False,False
2025-12-02,12-13,3477,207332.0,2.7,1,화,False,False
2025-12-02,13-14,3342,214293.0,2.9,1,화,False,False
2025-12-02,14-15,3219,225922.0,2.9,1,화,False,False
2025-12-02,15-16,3577,260896.0,3.3,1,화,False,False
2025-12-02,16-17,4842,326281.0,1.8,1,화,False,False
2025-12-02,17-18,6837,475477.0,0.4,1,화,False,False
2025-12-02,18-19,8365,601157.0,-0.6,1,화,False,False
2025-12-02,19-20,4767,300582.0,-1.4,1,화,False,False
2025-12-02,20-21,3516,233211.0,-2.2,1,화,False,False
2025-12-02,21-22,2900,211577.0,-3.5,1,화,False,False
2025-12-02,22-23,2469,151693.0,-4.5,1,화,False,False
2025-12-02,23-24,1358,59941.0,-5.0,1,화,False,False
2025-12-03,06-07,2255,145474.0,-7.7,2,수,False,False
2025-12-03,07-08,5394,411276.0,-7.5,2,수,False,False
2025-12-03,08-09,8881,503812.0,-7.3,2,수,False,False
2025-12-03,09-10,3902,286278.0,-6.5,2,수,False,False
2025-12-03,10-11,2421,189996.0,-5.7,2,수,False,False
2025-12-03,11-12,2575,187378.0,-5.1,2,수,False,False
2025-12-03,12-13,2606,203299.0,-4.2,2,수,False,False
2025-12-03,13-14,2596,209267.0,-3.4,2,수,False,False
2025-12-03,14-15,2585,220118.0,-3.1,2,수,False,False
2025-12-03,15-16,2936,262039.0,-3.5,2,수,False,False
2025-12-03,16-17,3615,320540.0,-3.4,2,수,False,False
2025-12-03,17-18,5279,482318.0,-4.1,2,수,False,False
2025-12-03,18-19,6690,600082.0,-4.7,2,수,False,False
2025-12-03,19-20,3768,292558.0,-5.6,2,수,False,False
2025-12-03,20-21,2728,229457.0,-6.3,2,수,False,False
2025-12-03,21-22,2423,216589.0,-6.6,2,수,False,False
2025-12-03,22-23,2089,162408.0,-7.0,2,수,False,False
2025-12-03,23-24,1271,64083.0,-7.6,2,수,False,False
2025-12-04,06-07,2140,144604.0,-9.2,3,목,False,False
2025-12-04,07-08,5110,406474.0,-9.4,3,목,False,False
2025-12-04,08-09,8216,501896.0,-9.2,3,목,False,False
2025-12-04,09-10,3827,288485.0,-8.0,3,목,False,False
2025-12-04,10-11,2348,192575.0,-4.9,3,목,False,False
2025-12-04,11-12,2546,188451.0,-3.3,3,목,False,False
2025-12-04,12-13,2815,204053.0,-1.0,3,목,False,False
2025-12-04,13-14,2790,212439.0,0.6,3,목,False,False
2025-12-04,14-15,2803,223300.0,2.4,3,목,False,False
2025-12-04,15-16,3345,261241.0,3.3,3,목,False,False
2025-12-04,16-17,4425,330524.0,3.1,3,목,False,False
2025-12-04,17-18,5580,487169.0,1.9,3,목,False,False
2025-12-04,18-19,3689,605790.0,1.6,3,목,False,False
2025-12-04,19-20,679,337689.0,0.4,3,목,False,False
2025-12-04,20-21,692,297301.0,0.6,3,목,False,False
2025-12-04,21-22,712,285952.0,-0.1,3,목,False,False
2025-12-04,22-23,616,227117.0,-1.5,3,목,False,False
2025-12-04,23-24,473,104128.0,-2.9,3,목,False,False
2025-12-05,06-07,721,153535.0,-6.4,4,금,False,False
2025-12-05,07-08,1619,416458.0,-6.8,4,금,False,False
2025-12-05,08-09,2837,505983.0,-6.7,4,금,False,False
2025-12-05,09-10,1420,298539.0,-6.1,4,금,False,False
2025-12-05,10-11,990,211216.0,-3.8,4,금,False,False
2025-12-05,11-12,1222,208448.0,-1.9,4,금,False,False
2025-12-05,12-13,1341,228075.0,-0.7,4,금,False,False
2025-12-05,13-14,1527,237007.0,0.3,4,금,False,False
2025-12-05,14-15,1703,252288.0,1.0,4,금,False,False
2025-12-05,15-16,2222,298838.0,1.6,4,금,False,False
2025-12-05,16-17,2573,372118.0,2.0,4,금,False,False
2025-12-05,17-18,3535,533839.0,0.9,4,금,False,False
2025-12-05,18-19,3818,623284.0,0.0,4,금,False,False
2025-12-05,19-20,2235,308184.0,-0.8,4,금,False,False
2025-12-05,20-21,1775,241377.0,-1.6,4,금,False,False
2025-12-05,21-22,1537,238523.0,-1.9,4,금,False,False
2025-12-05,22-23,1437,205261.0,-1.6,4,금,False,False
2025-12-05,23-24,1093,108886.0,-2.0,4,금,False,False
2025-12-06,06-07,663,61149.0,-0.8,5,토,True,False
2025-12-06,07-08,960,93106.0,-0.7,5,토,True,False
2025-12-06,08-09,1754,158112.0,-0.9,5,토,True,False
2025-12-06,09-10,2292,197188.0,-0.1,5,토,True,False
2025-12-06,10-11,2378,217693.0,1.4,5,토,True,False
2025-12-06,11-12,2442,248619.0,2.5,5,토,True,False
2025-12-06,12-13,2722,270528.0,2.7,5,토,True,False
2025-12-06,13-14,2993,282853.0,3.3,5,토,True,False
2025-12-06,14-15,2960,295851.0,3.8,5,토,True,False
2025-12-06,15-16,2763,329278.0,4.0,5,토,True,False
2025-12-06,16-17,1566,371888.0,4.4,5,토,True,False
2025-12-06,17-18,2127,327004.0,4.3,5,토,True,False
2025-12-06,18-19,2067,249257.0,4.1,5,토,True,False
2025-12-06,19-20,1872,205327.0,3.8,5,토,True,False
2025-12-06,20-21,1798,206781.0,3.7,5,토,True,False
2025-12-06,21-22,1780,198220.0,3.7,5,토,True,False
2025-12-06,22-23,1600,161031.0,4.0,5,토,True,False
2025-12-06,23-24,1358,70558.0,3.9,5,토,True,False
2025-12-07,06-07,489,41684.0,4.2,6,일,True,False
2025-12-07,07-08,825,59529.0,3.9,6,일,True,False
2025-12-07,08-09,1527,105775.0,3.4,6,일,True,False
2025-12-07,09-10,2130,148813.0,3.6,6,일,True,False
2025-12-07,10-11,2517,169522.0,5.6,6,일,True,False
2025-12-07,11-12,2903,176991.0,8.1,6,일,True,False
2025-12-07,12-13,3662,207913.0,11.4,6,일,True,False
2025-12-07,13-14,4310,225620.0,12.8,6,일,True,False
2025-12-07,14-15,4368,227717.0,13.3,6,일,True,False
2025-12-07,15-16,4697,240277.0,12.9,6,일,True,False
2025-12-07,16-17,4779,250526.0,12.3,6,일,True,False
2025-12-07,17-18,4449,230404.0,12.0,6,일,True,False
2025-12-07,18-19,3664,195011.0,11.5,6,일,True,False
2025-12-07,19-20,3068,160381.0,11.1,6,일,True,False
2025-12-07,20-21,2743,157499.0,11.0,6,일,True,False
2025-12-07,21-22,2532,132447.0,10.1,6,일,True,False
2025-12-07,22-23,1970,94268.0,9.0,6,일,True,False
2025-12-07,23-24,1438,36149.0,8.2,6,일,True,False
2025-12-08,06-07,2538,150733.0,2.4,0,월,False,False
2025-12-08,07-08,5926,410230.0,1.8,0,월,False,False
2025-12-08,08-09,9164,498718.0,1.3,0,월,False,False
2025-12-08,09-10,4269,290343.0,2.0,0,월,False,False
2025-12-08,10-11,2820,200214.0,2.8,0,월,False,False
2025-12-08,11-12,3038,197830.0,3.8,0,월,False,False
2025-12-08,12-13,3425,210905.0,4.8,0,월,False,False
2025-12-08,13-14,3454,215125.0,6.2,0,월,False,False
2025-12-08,14-15,3392,228151.0,6.4,0,월,False,False
2025-12-08,15-16,4030,266937.0,7.3,0,월,False,False
2025-12-08,16-17,4773,317296.0,6.4,0,월,False,False
2025-12-08,17-18,7005,462088.0,4.8,0,월,False,False
2025-12-08,18-19,8778,590044.0,3.7,0,월,False,False
2025-12-08,19-20,5488,297638.0,2.9,0,월,False,False
2025-12-08,20-21,4113,223954.0,2.3,0,월,False,False
2025-12-08,21-22,3655,196648.0,1.7,0,월,False,False
2025-12-08,22-23,2882,139230.0,1.4,0,월,False,False
2025-12-08,23-24,1764,56556.0,1.4,0,월,False,False
2025-12-09,06-07,2555,148831.0,-1.7,1,화,False,False
2025-12-09,07-08,6056,414059.0,-2.2,1,화,False,False
2025-12-09,08-09,9650,514993.0,-2.3,1,화,False,False
2025-12-09,09-10,4586,298645.0,-0.7,1,화,False,False
2025-12-09,10-11,3055,207550.0,2.4,1,화,False,False
2025-12-09,11-12,3388,206193.0,4.0,1,화,False,False
2025-12-09,12-13,3517,217199.0,5.1,1,화,False,False
2025-12-09,13-14,3598,223327.0,6.1,1,화,False,False
2025-12-09,14-15,3705,235506.0,8.3,1,화,False,False
2025-12-09,15-16,3877,269962.0,8.1,1,화,False,False
2025-12-09,16-17,5226,329946.0,7.8,1,화,False,False
2025-12-09,17-18,7449,476357.0,6.9,1,화,False,False
2025-12-09,18-19,9583,593405.0,6.3,1,화,False,False
2025-12-09,19-20,5685,299270.0,5.4,1,화,False,False
2025-12-09,20-21,4471,237921.0,4.7,1,화,False,False
2025-12-09,21-22,4030,218220.0,4.0,1,화,False,False
2025-12-09,22-23,3061,160451.0,3.5,1,화,False,False
2025-12-09,23-24,1895,66161.0,3.1,1,화,False,False
2025-12-10,06-07,2529,147592.0,0.8,2,수,False,False
2025-12-10,07-08,6228,410096.0,0.7,2,수,False,False
2025-12-10,08-09,9991,511476.0,1.1,2,수,False,False
2025-12-10,09-10,4831,296870.0,2.4,2,수,False,False
2025-12-10,10-11,3401,209727.0,3.4,2,수,False,False
2025-12-10,11-12,3683,210008.0,4.8,2,수,False,False
2025-12-10,12-13,3838,224198.0,5.8,2,수,False,False
2025-12-10,13-14,3876,231873.0,6.9,2,수,False,False
2025-12-10,14-15,3909,240743.0,7.9,2,수,False,False
2025-12-10,15-16,4380,280298.0,8.5,2,수,False,False
2025-12-10,16-17,5319,336311.0,8.4,2,수,False,False
2025-12-10,17-18,7801,487469.0,8.0,2,수,False,False
2025-12-10,18-19,9683,590316.0,7.4,2,수,False,False
2025-12-10,19-20,5975,297731.0,7.5,2,수,False,False
2025-12-10,20-21,4506,241379.0,7.4,2,수,False,False
2025-12-10,21-22,4153,233240.0,7.1,2,수,False,False
2025-12-10,22-23,3297,170891.0,6.4,2,수,False,False
2025-12-10,23-24,2123,72898.0,5.6,2,수,False,False
2025-12-11,06-07,524,145006.0,5.2,3,목,False,False
2025-12-11,07-08,3077,404816.0,5.2,3,목,False,False
2025-12-11,08-09,6572,501571.0,5.5,3,목,False,False
2025-12-11,09-10,3561,293132.0,6.0,3,목,False,False
2025-12-11,10-11,2639,206803.0,7.0,3,목,False,False
2025-12-11,11-12,3147,204984.0,7.4,3,목,False,False
2025-12-11,12-13,3419,218071.0,7.3,3,목,False,False
2025-12-11,13-14,3447,226834.0,7.4,3,목,False,False
2025-12-11,14-15,3542,238715.0,7.9,3,목,False,False
2025-12-11,15-16,3822,276748.0,7.5,3,목,False,False
2025-12-11,16-17,4617,338901.0,6.2,3,목,False,False
2025-12-11,17-18,6702,481848.0,4.1,3,목,False,False
2025-12-11,18-19,7597,585534.0,2.6,3,목,False,False
2025-12-11,19-20,4614,301669.0,1.4,3,목,False,False
2025-12-11,20-21,3425,250118.0,0.5,3,목,False,False
2025-12-11,21-22,3241,239895.0,-0.3,3,목,False,False
2025-12-11,22-23,2610,182948.0,-0.9,3,목,False,False
2025-12-11,23-24,1667,79972.0,-1.2,3,목,False,False
2025-12-12,06-07,2155,141592.0,-3.5,4,금,False,False
2025-12-12,07-08,5229,386173.0,-3.1,4,금,False,False
2025-12-12,08-09,8569,477343.0,-2.9,4,금,False,False
2025-12-12,09-10,4341,284151.0,-2.1,4,금,False,False
2025-12-12,10-11,3101,210562.0,1.4,4,금,False,False
2025-12-12,11-12,3754,217125.0,3.6,4,금,False,False
2025-12-12,12-13,3665,235053.0,4.7,4,금,False,False
2025-12-12,13-14,3924,246832.0,6.6,4,금,False,False
2025-12-12,14-15,3976,262762.0,6.8,4,금,False,False
2025-12-12,15-16,4435,309384.0,6.9,4,금,False,False
2025-12-12,16-17,5382,376710.0,6.7,4,금,False,False
2025-12-12,17-18,7364,530541.0,6.2,4,금,False,False
2025-12-12,18-19,8345,600336.0,5.5,4,금,False,False
2025-12-12,19-20,4882,303885.0,5.1,4,금,False,False
2025-12-12,20-21,3858,247070.0,4.5,4,금,False,False
2025-12-12,21-22,3502,246314.0,4.3,4,금,False,False
2025-12-12,22-23,3157,215239.0,4.3,4,금,False,False
2025-12-12,23-24,2134,115539.0,4.1,4,금,False,False
2025-12-13,06-07,874,60282.0,3.8,5,토,True,False
2025-12-13,07-08,1483,92900.0,4.2,5,토,True,False
2025-12-13,08-09,2493,159582.0,4.3,5,토,True,False
2025-12-13,09-10,1360,200718.0,4.5,5,토,True,False
2025-12-13,10-11,525,225751.0,4.2,5,토,True,False
2025-12-13,11-12,579,256742.0,3.9,5,토,True,False
2025-12-13,12-13,345,278220.0,3.9,5,토,True,False
2025-12-13,13-14,280,290173.0,3.8,5,토,True,False
2025-12-13,14-15,267,305361.0,3.5,5,토,True,False
2025-12-13,15-16,274,333892.0,3.6,5,토,True,False
2025-12-13,16-17,232,374556.0,3.0,5,토,True,False
2025-12-13,17-18,281,335377.0,1.9,5,토,True,False
2025-12-13,18-19,265,262565.0,1.7,5,토,True,False
2025-12-13,19-20,278,220147.0,1.3,5,토,True,False
2025-12-13,20-21,357,226905.0,0.6,5,토,True,False
2025-12-13,21-22,661,210856.0,0.2,5,토,True,False
2025-12-13,22-23,770,174654.0,0.1,5,토,True,False
2025-12-13,23-24,762,78115.0,-0.2,5,토,True,False
2025-12-14,06-07,486,43489.0,-1.0,6,일,True,False
2025-12-14,07-08,699,59840.0,-0.9,6,일,True,False
2025-12-14,08-09,1159,101910.0,-0.9,6,일,True,False
2025-12-14,09-10,1664,147940.0,-1.1,6,일,True,False
2025-12-14,10-11,2022,174189.0,-0.8,6,일,True,False
2025-12-14,11-12,2331,183200.0,-0.1,6,일,True,False
2025-12-14,12-13,2647,214516.0,0.5,6,일,True,False
2025-12-14,13-14,2964,226046.0,1.1,6,일,True,False
2025-12-14,14-15,3109,233750.0,1.5,6,일,True,False
2025-12-14,15-16,3364,246416.0,2.2,6,일,True,False
2025-12-14,16-17,3392,255986.0,3.0,6,일,True,False
2025-12-14,17-18,3277,235837.0,2.0,6,일,True,False
2025-12-14,18-19,2856,203122.0,1.0,6,일,True,False
2025-12-14,19-20,2265,174744.0,0.3,6,일,True,False
2025-12-14,20-21,2080,167314.0,0.1,6,일,True,False
2025-12-14,21-22,1917,141260.0,-0.3,6,일,True,False
2025-12-14,22-23,1659,98821.0,-0.7,6,일,True,False
2025-12-14,23-24,1148,38204.0,-1.1,6,일,True,False
2025-12-15,06-07,2237,149467.0,-3.2,0,월,False,False
2025-12-15,07-08,5203,404279.0,-3.5,0,월,False,False
2025-12-15,08-09,8403,491967.0,-3.4,0,월,False,False
2025-12-15,09-10,3988,284184.0,-2.4,0,월,False,False
2025-12-15,10-11,2786,202721.0,0.2,0,월,False,False
2025-12-15,11-12,3213,204351.0,2.1,0,월,False,False
2025-12-15,12-13,3293,217255.0,3.0,0,월,False,False
2025-12-15,13-14,3342,223339.0,3.7,0,월,False,False
2025-12-15,14-15,3294,234376.0,3.9,0,월,False,False
2025-12-15,15-16,3632,271107.0,4.5,0,월,False,False
2025-12-15,16-17,4618,319508.0,4.2,0,월,False,False
2025-12-15,17-18,6565,462821.0,3.7,0,월,False,False
2025-12-15,18-19,8595,587269.0,2.6,0,월,False,False
2025-12-15,19-20,5063,298796.0,1.7,0,월,False,False
2025-12-15,20-21,4047,232077.0,1.2,0,월,False,False
2025-12-15,21-22,3484,207898.0,1.1,0,월,False,False
2025-12-15,22-23,2778,147246.0,1.4,0,월,False,False
2025-12-15,23-24,1709,61548.0,1.7,0,월,False,False
2025-12-16,06-07,2581,146839.0,2.6,1,화,False,False
2025-12-16,07-08,5953,404381.0,3.0,1,화,False,False
2025-12-16,08-09,9425,505694.0,3.2,1,화,False,False
2025-12-16,09-10,3423,295612.0,3.5,1,화,False,False
2025-12-16,10-11,954,210047.0,3.6,1,화,False,False
2025-12-16,11-12,610,210728.0,3.7,1,화,False,False
2025-12-16,12-13,660,218742.0,3.6,1,화,False,False
2025-12-16,13-14,1066,224328.0,3.8,1,화,False,False
2025-12-16,14-15,1232,234670.0,4.1,1,화,False,False
2025-12-16,15-16,609,273819.0,4.2,1,화,False,False
2025-12-16,16-17,866,330294.0,4.3,1,화,False,False
2025-12-16,17-18,1607,467895.0,4.4,1,화,False,False
2025-12-16,18-19,3201,585724.0,4.4,1,화,False,False
2025-12-16,19-20,2671,296055.0,4.4,1,화,False,False
2025-12-16,20-21,2506,238960.0,4.5,1,화,False,False
2025-12-16,21-22,2481,225026.0,4.6,1,화,False,False
2025-12-16,22-23,2122,169298.0,4.7,1,화,False,False
2025-12-16,23-24,1449,72384.0,4.9,1,화,False,False
2025-12-17,06-07,2340,146210.0,4.3,2,수,False,False
2025-12-17,07-08,5388,402600.0,3.7,2,수,False,False
2025-12-17,08-09,8559,502093.0,3.2,2,수,False,False
2025-12-17,09-10,4136,293715.0,3.2,2,수,False,False
2025-12-17,10-11,2787,211432.0,3.6,2,수,False,False
2025-12-17,11-12,3308,214282.0,4.7,2,수,False,False
2025-12-17,12-13,3512,227595.0,5.6,2,수,False,False
2025-12-17,13-14,3647,240542.0,6.2,2,수,False,False
2025-12-17,14-15,3669,250696.0,6.6,2,수,False,False
2025-12-17,15-16,4139,288800.0,7.3,2,수,False,False
2025-12-17,16-17,4900,348655.0,6.9,2,수,False,False
2025-12-17,17-18,7188,496166.0,5.7,2,수,False,False
2025-12-17,18-19,8444,592285.0,4.4,2,수,False,False
